instrument	time	band	integration	mag	mag_limit	dmag	flux_density	dflux_density	time_unit	integration_unit	mag_unit	mag_type	flux_density_unit	time_frame	extinction_corrected	dtime
P60	1.83678	g	360.0	18.999	0	0.026	91.32	2.32	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.84212	r	360.0	18.675	0	0.02	117.0	2.5	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.85092	i	360.0	18.481	0	0.037	139.6	5.3	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.85598	g	360.0	19.026	0	0.04	88.91	3.61	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.86103	r	360.0	18.68	0	0.021	116.3	2.5	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.86612	i	360.0	18.533	0	0.043	132.5	5.8	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.87142	g	360.0	19.037	0	0.021	87.93	1.84	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.87669	r	360.0	18.692	0	0.025	114.9	2.9	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.88192	i	360.0	18.516	0	0.04	134.7	5.6	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.88698	g	360.0	19.033	0	0.026	88.34	2.25	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.89215	r	360.0	18.712	0	0.023	112.6	2.7	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.89732	i	360.0	18.541	0	0.043	131.4	5.8	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.90238	g	360.0	19.055	0	0.022	86.41	1.89	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.90744	r	360.0	18.734	0	0.021	110.2	2.4	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.9125	i	360.0	18.494	0	0.042	137.7	6.0	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.91756	g	360.0	19.07	0	0.022	85.14	1.86	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.92262	r	360.0	18.736	0	0.023	109.9	2.6	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.92767	i	360.0	18.529	0	0.045	133.0	6.2	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.93273	g	360.0	19.08	0	0.039	84.28	3.27	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.93779	r	360.0	18.756	0	0.024	107.7	2.6	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.94285	i	360.0	18.526	0	0.051	133.4	7.1	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.94791	g	360.0	19.123	0	0.044	80.79	3.64	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.95213	r	240.0	18.746	0	0.025	108.8	2.9	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.95578	r	120.0	18.781	0	0.036	104.9	3.9	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.95979	i	360.0	18.594	0	0.042	124.6	5.4	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.96485	g	360.0	19.104	0	0.033	82.29	2.76	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.9699	r	360.0	18.806	0	0.025	102.3	2.7	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.97496	i	360.0	18.635	0	0.044	119.5	5.5	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.98028	g	360.0	19.139	0	0.046	79.53	3.72	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.98534	r	360.0	18.787	0	0.027	104.4	2.9	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.9904	i	360.0	18.602	0	0.042	123.5	5.3	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	1.99546	g	360.0	19.132	0	0.031	80.05	2.54	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.00052	r	360.0	18.817	0	0.028	101.1	2.9	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.00473	i	240.0	18.608	0	0.048	122.7	6.1	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.00895	r	360.0	18.785	0	0.027	104.5	2.9	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.01401	i	360.0	18.604	0	0.042	123.3	5.3	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.01906	g	360.0	19.193	0	0.032	75.33	2.46	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.02412	z	360.0	18.442	0	0.047	145.2	7.0	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.02918	r	360.0	18.809	0	0.033	102.0	3.5	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.03424	i	360.0	18.645	0	0.045	118.2	5.5	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.03929	g	360.0	19.206	0	0.046	74.36	3.48	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.04446	z	360.0	18.435	0	0.056	146.3	8.5	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.04963	r	360.0	18.834	0	0.032	99.38	3.33	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.05468	i	360.0	18.664	0	0.047	116.0	5.6	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.0589	g	240.0	19.165	0	0.054	77.51	4.23	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.06253	g	120.0	19.194	0	0.062	75.26	4.76	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.0659	z	360.0	18.438	0	0.048	145.7	7.3	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.07096	r	360.0	18.838	0	0.031	99.01	3.23	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.07602	i	360.0	18.651	0	0.059	117.5	7.2	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.08108	g	360.0	19.19	0	0.053	75.6	4.13	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.08614	z	360.0	18.557	0	0.06	129.2	8.2	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.09119	r	360.0	18.856	0	0.039	97.12	4.03	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.09625	i	360.0	18.607	0	0.057	122.9	7.4	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.10131	g	360.0	19.175	0	0.061	76.73	4.79	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.10637	z	360.0	18.477	0	0.06	140.1	8.9	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.11143	r	360.0	18.817	0	0.042	101.1	4.5	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.82441	r	360.0	19.237	0	0.027	64.88	1.94	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.82947	i	360.0	19.067	0	0.051	76.1	4.29	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.83453	g	360.0	19.628	0	0.042	48.41	2.14	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.83959	z	360.0	19.019	0	0.066	79.28	5.9	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.84296	r	120.0	19.237	0	0.03	64.88	2.17	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.86612	z	240.0	18.856	0	0.046	94.53	4.75	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.87034	r	360.0	19.255	0	0.025	63.58	1.73	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.90128	i	120.0	19.026	0	0.075	79.54	6.6	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.90633	g	120.0	19.655	0	0.028	47.05	1.41	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.91467	g	240.0	19.67	0	0.027	46.32	1.35	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.91888	z	360.0	19.0	0	0.061	80.9	5.54	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.92394	r	360.0	19.297	0	0.024	60.77	1.66	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.929	i	360.0	19.144	0	0.054	70.05	4.19	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.93237	g	120.0	19.671	0	0.031	46.27	1.51	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.93847	g	240.0	19.661	0	0.027	46.79	1.32	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.94268	z	360.0	18.995	0	0.055	81.35	5.01	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.94859	r	480.0	19.294	0	0.022	60.94	1.5	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.95463	i	240.0	19.153	0	0.054	69.41	4.15	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.95885	g	360.0	19.686	0	0.031	45.56	1.49	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.96391	z	360.0	18.968	0	0.07	83.78	6.59	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.96897	r	360.0	19.325	0	0.027	58.9	1.82	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.97402	i	360.0	19.122	0	0.056	71.75	4.48	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.97908	g	360.0	19.702	0	0.036	44.81	1.74	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.98414	z	360.0	18.884	0	0.063	91.7	6.36	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.9892	r	360.0	19.291	0	0.03	61.16	2.05	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.99426	i	360.0	19.198	0	0.067	66.04	4.97	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	2.99932	g	360.0	19.717	0	0.049	44.11	2.33	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.00438	z	360.0	19.024	0	0.062	78.84	5.53	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.00944	r	360.0	19.337	0	0.027	58.14	1.79	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.0145	i	360.0	19.045	0	0.054	77.95	4.6	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.01956	g	360.0	19.756	0	0.043	42.32	1.94	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.02462	z	360.0	18.936	0	0.061	86.77	5.87	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.02968	r	360.0	19.326	0	0.044	58.84	2.96	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.03474	i	360.0	19.157	0	0.056	69.09	4.31	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.03896	g	240.0	19.683	0	0.04	45.68	1.94	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.0426	g	120.0	19.767	0	0.065	41.82	2.97	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.04513	z	240.0	19.002	0	0.058	80.75	5.25	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.05011	r	360.0	19.358	0	0.03	56.77	1.95	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.05517	i	360.0	19.192	0	0.06	66.47	4.49	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.06023	g	360.0	19.818	0	0.059	39.64	2.58	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.06529	z	360.0	19.047	0	0.068	76.84	5.92	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.07035	r	360.0	19.286	0	0.039	61.5	2.71	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.82916	r	360.0	19.571	0	0.041	44.51	2.16	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.83422	i	360.0	19.388	0	0.064	53.43	3.98	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.83928	g	360.0	20.055	0	0.038	30.63	1.3	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.84434	z	360.0	19.405	0	0.082	51.14	5.18	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.8494	r	360.0	19.632	0	0.03	41.47	1.5	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.85446	i	360.0	19.399	0	0.067	52.75	4.15	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.85952	g	360.0	20.087	0	0.032	29.55	1.07	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.86458	z	360.0	19.345	0	0.077	54.9	5.15	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.86964	r	360.0	19.608	0	0.039	42.63	1.99	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.8747	i	360.0	19.493	0	0.074	47.36	4.21	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.87976	g	360.0	20.039	0	0.035	31.17	1.21	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.88482	z	360.0	19.318	0	0.092	56.64	6.35	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.88988	r	360.0	19.627	0	0.04	41.7	2.02	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.89494	i	360.0	19.423	0	0.071	51.36	4.35	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.9	g	360.0	20.095	0	0.046	29.28	1.55	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.90506	z	360.0	19.331	0	0.085	55.76	5.74	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.91012	r	360.0	19.651	0	0.036	40.52	1.75	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.91529	i	360.0	19.544	0	0.071	44.61	3.89	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.92045	g	360.0	20.033	0	0.045	31.37	1.58	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.92551	z	360.0	19.123	0	0.074	70.66	6.04	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.92973	r	240.0	19.644	0	0.049	40.86	2.45	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.93338	r	120.0	19.656	0	0.045	40.3	2.2	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.93675	i	360.0	19.456	0	0.078	49.41	4.6	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.94192	g	360.0	20.109	0	0.049	28.85	1.63	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.94721	z	360.0	19.337	0	0.086	55.41	5.75	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.95238	r	360.0	19.678	0	0.035	39.24	1.7	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.95744	i	360.0	19.411	0	0.072	52.07	4.41	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.96251	g	360.0	20.032	0	0.035	31.43	1.25	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.96757	z	360.0	19.435	0	0.087	49.34	5.37	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.97263	r	360.0	19.678	0	0.035	39.24	1.7	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.97769	i	360.0	19.435	0	0.071	50.61	4.24	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.98274	g	360.0	20.129	0	0.047	28.19	1.52	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.98791	z	360.0	19.41	0	0.083	50.81	5.19	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.99308	r	360.0	19.648	0	0.039	40.67	1.9	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	3.99814	i	360.0	19.455	0	0.058	49.5	3.43	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.00319	g	360.0	20.096	0	0.035	29.25	1.16	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.00825	z	360.0	19.308	0	0.071	57.27	4.9	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.01331	r	360.0	19.605	0	0.04	42.79	2.08	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.01848	i	360.0	19.432	0	0.066	50.79	3.95	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.02365	g	360.0	20.054	0	0.06	30.66	2.1	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.02871	z	360.0	19.307	0	0.071	57.33	4.9	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.03377	r	360.0	19.683	0	0.033	38.98	1.58	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.04079	i	240.0	19.468	0	0.073	48.73	4.25	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.04501	g	360.0	20.131	0	0.045	28.14	1.46	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.05006	z	360.0	19.419	0	0.07	50.3	4.34	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.05512	r	360.0	19.633	0	0.041	41.43	2.05	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.06018	i	360.0	19.437	0	0.079	50.51	4.74	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.06524	g	360.0	20.118	0	0.058	28.56	1.91	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.06861	z	120.0	19.485	0	0.16	46.47	9.69	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.89064	r	360.0	19.917	0	0.043	29.14	1.64	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.89599	i	360.0	19.644	0	0.073	39.57	3.65	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.90133	g	360.0	20.313	0	0.038	22.83	1.03	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.91507	r	900.0	19.883	0	0.027	30.43	1.05	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.92698	i	900.0	19.682	0	0.051	37.79	2.42	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.93888	g	900.0	20.318	0	0.03	22.69	0.8	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	4.95079	z	900.0	19.499	0	0.057	45.66	3.24	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	5.00649	r	900.0	19.918	0	0.038	29.09	1.46	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	5.01843	i	900.0	19.673	0	0.07	38.21	3.36	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	5.03036	g	900.0	20.353	0	0.041	21.76	1.08	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	5.93438	g	1800.0	20.586	0	0.046	16.36	0.98	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	5.94629	z	1800.0	19.555	0	0.064	42.65	3.47	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	5.95621	r	2700.0	20.093	0	0.034	23.0	1.12	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	5.96722	i	2520.0	19.82	0	0.062	31.78	2.61	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	6.95751	r	3780.0	20.17	0	0.033	20.59	1.0	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	6.97923	g	1800.0	20.669	0	0.04	14.7	0.78	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	6.99114	i	1800.0	20.044	0	0.063	23.52	2.15	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	7.95804	g	1800.0	20.842	0	0.048	11.6	0.81	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	7.96398	r	3600.0	20.262	0	0.039	17.95	1.11	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	7.96992	i	1800.0	20.05	0	0.074	23.32	2.54	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	13.01297	r	1080.0	20.567	0	0.045	10.65	0.96	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	13.02891	g	1260.0	21.18	0	0.059	6.826	0.731	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	13.93615	g	2520.0	21.219	0	0.038	6.364	0.447	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	13.94447	r	5040.0	20.541	0	0.025	11.19	0.54	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	13.95513	i	2520.0	20.376	0	0.073	14.02	1.84	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	14.84474	r	2160.0	20.564	0	0.032	10.71	0.67	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	14.87327	g	2160.0	21.32	0	0.035	5.24	0.381	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	14.9019	i	2160.0	20.398	0	0.074	13.48	1.85	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	15.86919	r	2160.0	20.61	0	0.036	9.774	0.728	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	15.90002	g	2160.0	21.214	0	0.037	6.423	0.434	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	15.93112	i	900.0	20.484	0	0.082	11.49	1.89	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	16.95551	i	2160.0	20.426	0	0.074	12.82	1.8	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	17.00252	r	1980.0	20.72	0	0.04	7.679	0.733	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	17.94128	i	2160.0	20.442	0	0.079	12.43	1.88	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	17.96982	r	2160.0	20.645	0	0.039	9.08	0.768	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	17.99836	g	2160.0	21.337	0	0.043	5.06	0.462	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	18.94285	i	2160.0	20.461	0	0.074	12.01	1.73	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	18.97139	r	2160.0	20.745	0	0.036	7.233	0.642	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	19.00112	g	2340.0	21.351	0	0.048	4.913	0.506	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	19.96587	i	1800.0	20.307	0	0.127	15.75	3.53	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	19.99442	r	1620.0	20.744	0	0.04	7.253	0.723	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	22.86858	i	3240.0	20.558	0	0.086	9.913	1.848	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	22.91154	r	3240.0	20.754	0	0.044	7.068	0.78	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	23.87207	i	3240.0	20.507	0	0.092	11.0	2.09	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	23.92657	r	3240.0	20.734	0	0.052	7.422	0.94	days	seconds	AB	apparent	microJy	observer	False	NaN
P60	24.86957	i	3240.0	20.506	0	0.091	11.01	2.06	days	seconds	AB	apparent	microJy	observer	False	NaN
